,Accomodation_Type,Reco_Insurance_Type,Is_Spouse,Holding_Policy_Duration,Reco_Policy_Premium,Response,X1,X2,X3,X4,X5,X6,X7,X8,Age,City_Code_C10-C18,City_Code_C19-C27,City_Code_C28-C36,Holding_Policy_Type_2.0,Holding_Policy_Type_3.0,Holding_Policy_Type_4.0,Reco_Policy_Cat_12-15,Reco_Policy_Cat_16-22,Reco_Policy_Cat_6-11
2515,0,1,0,6,11664.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,0,1,0,0,0,1,0
2516,1,1,0,15,9760.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0,0,0,0,1,0,0,1,0
2517,1,1,0,2,13354.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0,1,0,1,0,0,0,0,0
2518,1,1,0,15,13288.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0,0,0,0,0,1,0,1,0
2519,0,1,0,3,3864.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,1,0,0
2520,0,1,0,15,12260.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0,0,0,0,1,0,0,0,0
2521,1,1,0,15,21386.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0,0,0,0,1,0,0,1,0
2522,1,0,1,14,21158.4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0,0,0,0,0,1,1,0,0
2523,0,0,1,15,8148.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.5,0,0,0,0,1,0,0,1,0
2524,1,0,1,4,9180.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.5,0,0,0,0,0,0,0,1,0
2525,0,1,0,15,10048.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,0,0,0
2526,0,1,0,8,23800.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0,0,0,0,1,0,1,0,0
2527,1,0,1,6,31257.4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0,0,0,1,0,0,1,0,0
2528,1,0,1,15,20031.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0,0,1,0,1,0,0,0,0
2529,1,0,1,7,15579.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,0,0,0,0,1,0,0,1,0
2530,1,1,0,15,13992.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0,1,0,0,1,0,0,0,1
2531,0,1,0,3,14640.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1,0,0,1,0,0,0,1,0
2532,0,1,0,3,3774.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,0,1,0,0,1,0,0
2533,1,1,0,11,17528.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0,1,0,0,1,0,0,1,0
2534,1,1,0,15,8834.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,1,0,0,1,0
2535,1,0,1,1,11430.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.5,0,0,0,0,1,0,0,1,0
2536,0,1,0,15,12848.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0,0,0,0,1,0,0,1,0
2537,0,1,0,15,8708.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,0,0,1,0,0,0,1
2538,0,1,0,12,9872.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,0,0,0,1,0,0,1,0
2539,0,1,0,15,13440.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,0,0,0,0,1,0,1,0,0
2540,0,0,1,1,19392.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,1,0,0,1,0,0,0,1,0
2541,1,1,0,6,13980.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0,0,0,0,0,0,0,1,0
2542,0,1,0,15,11448.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,0,0,0,1,0,0,1,0
2543,0,1,0,15,9268.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1,0,0,0,1,0,0,1,0
2544,0,1,0,15,18226.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,1,0,0,1,0
2545,1,1,0,1,12160.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1,0,0,1,0,0,0,1,0
2546,1,0,1,2,29075.2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,0,0,0,0,0,1,0,1,0
2547,0,1,0,6,11720.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1,0,0,0,0,0,0,0,0
2548,0,1,0,15,7716.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,1,0,1,0,0,1,0
2549,1,1,0,15,16198.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0,0,0,0,1,0,0,1,0
2550,0,1,0,15,4014.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,1,0,0,0,1
2551,0,1,0,15,11312.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1,0,0,0,1,0,0,1,0
2552,1,1,0,15,13508.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0,1,0,0,1,0,0,0,1
2553,1,0,1,5,23436.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0,0,0,0,0,1,1,0,0
2554,0,0,1,15,29760.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0,0,0,1,0,0,0,1,0
2555,0,0,1,3,22400.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.5,0,0,0,0,1,0,0,1,0
2556,1,1,0,15,11268.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0,1,0,0,1,0,0,1,0
2557,1,1,0,4,11860.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,1,0,0,0,1,0,0,1,0
2558,1,1,0,1,19890.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0,0,0,0,0,0,0,0,0
2559,0,0,1,15,19680.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,1,0,0,0,1,0,0,1,0
2560,0,1,0,7,14456.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0,0,0,1,0,0,1,0,0
2561,1,1,0,15,17724.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0,0,0,0,1,0,0,1,0
2562,1,1,0,13,11560.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0,0,0,1,0,0,0,1,0
2563,0,1,0,15,6200.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0,0,0,1,0,0,0,1
2564,1,1,0,15,11520.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0,1,0,0,1,0,0,1,0
2565,1,1,0,15,14608.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,0,0,0,1,0,0,1,0
2566,1,0,1,15,27336.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.5,0,0,0,0,1,0,1,0,0
2567,1,1,0,15,13920.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0,0,0,0,1,0,0,1,0
2568,1,1,0,3,9584.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0,0,0,0,1,0,0,0,1
2569,1,1,0,5,24928.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,0,0,0,0,0,1,0,0
2570,0,1,0,15,6870.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,0,0,1,0,0,0,0
2571,0,0,0,4,27340.8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0,0,0,0,0,0,0,0,0
2572,1,1,0,9,13776.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1,0,0,1,0,0,0,1,0
2573,0,1,0,15,7260.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1,0,0,0,1,0,1,0,0
2574,0,1,0,15,17724.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1,0,0,0,1,0,0,1,0
2575,1,0,1,15,23898.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0,0,0,0,1,0,0,0,1
2576,0,1,0,6,17256.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0,0,0,0,0,0,0,1,0
2577,1,1,0,15,13706.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1,0,0,0,1,0,0,1,0
2578,0,1,0,8,17966.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,1,0,0,0,1,0,0,1,0
2579,0,1,0,15,5416.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,0,0,1,0,0,1,0
2580,1,1,0,15,16752.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0,0,0,0,0,0,0,1,0
2581,1,1,0,1,16458.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0,0,0,0,1,0,0,1,0
2582,0,1,0,15,11744.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0,1,0,0,1,0,0,1,0
2583,0,1,0,2,15938.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0,0,0,1,0,0,1,0,0
2584,1,1,0,2,21390.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0,0,0,0,0,1,0,1,0
2585,1,1,0,15,18480.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,0,0,0,0,1,0,0,1,0
2586,0,1,0,2,13980.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0,0,0,0,0,1,0,1,0
2587,0,1,0,1,4944.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1,0,0,1,0,0,0,1,0
2588,1,1,0,7,16830.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1,0,0,0,0,0,0,1,0
2589,0,1,0,7,12258.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0,0,0,1,0,0,1,0,0
2590,1,1,0,3,9552.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0,0,0,0,1,0,0,1,0
2591,0,1,0,2,10576.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0,1,0,0,0,0,0,1,0
2592,1,0,1,5,25088.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0,0,0,0,1,0,0,1,0
2593,0,1,0,1,10234.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0,0,0,1,0,0,0,1,0
2594,0,1,0,15,4128.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,0,0,1,0,0,1,0
2595,1,1,0,8,12380.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1,0,0,0,1,0,0,1,0
2596,1,1,0,15,21344.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0,0,1,0,1,0,0,1,0
2597,1,1,0,15,8832.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,1,0,0,0,0
2598,0,1,0,15,14080.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,0,0,0,1,0,0,1,0
2599,1,0,1,15,14582.4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,0,0,0,1,0,0,1,0
2600,1,1,0,2,20076.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0,0,0,0,1,0,0,0,0
2601,1,1,0,15,15864.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0,0,0,0,1,0,0,0,0
2602,1,0,1,4,28608.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.5,0,0,1,0,1,0,0,0,1
2603,0,1,0,15,10320.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,0,0,0
2604,1,1,0,12,10908.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0,1,0,0,0,1,0,1,0
2605,0,1,0,15,4976.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1,0,0,0,1,0,0,0,0
2606,0,1,0,2,12114.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1,0,0,1,0,0,0,1,0
2607,1,1,0,5,12920.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,1,0,0,1,0,0,0,1,0
2608,1,1,0,2,10032.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0,0,0,1,0,0,0,1,0
2609,1,1,0,15,21432.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,0,0,0,1,0,1,0,0
2610,1,0,1,15,18560.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,0,0,0,0,0,1,0,1,0
2611,1,0,1,2,11826.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0,0,0,0,1,0,0,1,0
2612,0,1,0,15,17584.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0,0,0,0,0,0,0,1,0
2613,1,1,0,15,4664.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,1,0,1,0,0
2614,0,1,0,4,11556.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,1,0,0,0,0,0,0,1,0
2615,1,0,1,2,27090.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1,0,0,0,1,0,0,1,0
2616,1,0,1,15,28806.4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0,0,0,0,1,0,0,1,0
2617,1,1,0,9,21420.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0,0,0,0,1,0,0,1,0
2618,1,1,0,4,9392.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1,0,0,0,0,0,0,1,0
2619,1,1,0,15,8508.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1,0,0,0,1,0,0,1,0
2620,0,1,0,15,13824.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0,0,0,0,1,0,0,0,0
2621,0,1,0,15,7092.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,1,0,0
2622,0,0,1,15,26670.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.5,0,0,0,0,1,0,0,1,0
2623,1,1,0,6,7632.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0,1,0,0,1,0,0,0,1
2624,0,0,1,9,19072.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.5,0,0,0,0,1,0,0,0,0
2625,0,1,0,3,9648.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0,1,0,0,0,1,0,1,0
2626,1,1,0,15,13068.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,0,1,0,0,1,0,0,1,0
2627,0,0,0,15,22809.6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,1,0,0,0,1,0,0,0,0
2628,1,0,1,3,31257.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,0,0,0,0,1,0,0,1,0
2629,0,1,0,4,9058.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,0,0,1,0,0,1,0
2630,1,0,1,7,29280.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,0,0,0,0,1,0,0,1,0
2631,0,1,0,15,10864.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,0,1,0,0,1,0
2632,0,1,0,15,3972.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0,0,0,1,0,0,0,1
2633,0,0,0,15,27846.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5,0,0,0,0,1,0,0,0,1
2634,0,1,0,5,14952.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1,0,0,0,1,0,0,1,0
2635,1,1,0,15,17790.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0,0,0,0,1,0,0,0,1
2636,0,1,0,15,9824.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,1,0,1,0,0,1,0
2637,1,1,0,5,14212.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,1,0,0,0,0,0,1,0
2638,1,1,0,5,15548.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0,0,0,0,0,0,1,0,0
2639,1,1,0,15,13420.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0,0,0,0,1,0,0,1,0
2640,0,1,0,9,12720.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,0,0,0,0,1,0,0,0,1
2641,0,1,0,10,17190.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0,0,0,0,1,0,0,0,0
2642,1,0,1,15,16156.8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0,0,0,0,1,0,0,1,0
2643,1,0,1,3,22809.6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,0,0,0,0,0,0,0,1,0
2644,1,1,0,4,6730.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0,0,0,0,1,0,0,1,0
2645,1,1,0,15,13816.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,0,0,0,0,1,0,0,1,0
2646,0,0,1,4,17442.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0,0,0,0,0,0,1,0,0
2647,0,1,0,15,7882.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0,0,1,0,1,0,0,1,0
2648,1,0,0,15,31257.4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0,0,0,0,1,0,0,1,0
2649,0,1,0,3,19200.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1,0,0,0,1,0,0,1,0
2650,0,1,0,15,8162.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,1,0,0,1,0,1,0,0
2651,0,1,0,15,8344.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,1,0,0,0,1,0,1,0,0
2652,0,1,0,15,7690.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,0,0,1,0,0,1,0
2653,1,1,0,15,6630.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0,0,1,0,1,0,0,1,0
2654,0,1,0,3,21386.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,0,0,0,1,0,0,0,1
2655,1,0,1,15,23868.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.5,0,0,0,0,1,0,0,1,0
2656,1,1,0,15,19992.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0,0,0,1,0,0,0,1,0
2657,0,0,1,15,27123.2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.5,1,0,0,0,1,0,0,1,0
2658,0,1,0,15,8028.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1,0,0,0,1,0,0,1,0
2659,0,1,0,5,10602.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,0,0,1,0,0,1,0
2660,0,0,1,2,15552.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,1,0,0,0,0,0,1,0,0
2661,1,0,1,1,14403.2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0,1,0,0,0,0,0,1,0
2662,1,1,0,3,16352.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,1,0,0,1,0,0,1,0
2663,0,1,0,15,4194.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0,0,0,1,0,0,1,0
2664,0,1,0,15,11304.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,0,0,0,0,1,0,0,1,0
2665,1,1,0,15,16328.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,0,0,0,0,0,0,0,1,0
2666,0,1,0,12,7188.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0,1,0,0,0,0,1,0,0
2667,1,0,1,15,30105.6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.5,0,0,0,0,1,0,0,1,0
2668,0,1,0,7,9058.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0,0,0,0,1,0,0,1,0
2669,1,0,1,15,28080.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,1,0,0,0,1,0,0,1,0
2670,0,1,0,1,6850.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0,1,0,1,0,0,0,1,0
2671,0,1,0,1,9394.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,1,0,0,1,0
2672,0,1,0,1,15768.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0,0,0,0,0,1,0,1,0
2673,0,1,0,5,14328.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0,0,0,1,0,0,0,1,0
2674,1,1,0,6,19200.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0,0,0,0,1,0,0,1,0
2675,0,1,0,15,10926.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0,0,0,0,1,0,0,0,1
2676,1,1,0,8,22716.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,0,0,0,0,0,1,0,1,0
2677,0,1,0,15,3762.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1,0,0,0,1,0,0,1,0
2678,1,1,0,15,14352.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0,0,0,0,1,0,0,1,0
2679,1,1,0,2,19584.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,1,0,0,0
2680,1,0,1,15,11430.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,0,0,1,0,0,0,1
2681,1,0,0,1,16940.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,1,0,0,0,0,0,1,0,0
2682,1,0,1,15,27000.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,0,1,0,0,1,0,0,1,0
2683,0,1,0,15,10768.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,1,0,0,0,1,0,0,1,0
2684,0,1,0,2,14904.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1,0,0,1,0,0,0,1,0
2685,0,1,0,15,13440.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1,0,0,0,1,0,0,0,0
2686,0,1,0,15,18150.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0,0,0,0,1,0,0,0,0
2687,0,1,0,3,10672.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0,0,0,1,0,0,0,0,0
2688,0,1,0,13,9842.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,0,0,0,1,0,0,1,0
2689,1,1,0,15,9888.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,1,0,0,0,1
2690,1,1,0,6,12940.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,1,0,0,1,0
2691,0,1,0,3,21924.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,0,0,0,1,0,0,0,0,1
2692,1,0,0,6,17612.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0,0,0,0,0,0,0,1,0
2693,0,1,0,15,5048.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,0,0,1,0,1,0,0
2694,0,1,0,15,6890.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,1,0,0,0,1,0,0,1,0
2695,0,1,0,15,7240.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,0,0,1,0,0,1,0
2696,1,0,1,15,23878.4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.5,0,0,0,0,1,0,1,0,0
2697,0,1,0,15,11760.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0,0,0,1,0,0,0,0,0
2698,0,1,0,15,15600.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1,0,0,0,1,0,0,1,0
2699,1,0,1,1,22539.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,0,0,0,0,1,0,0,1,0
2700,0,1,0,15,8596.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0,0,0,0,1,0,0,0,1
2701,1,1,0,15,7728.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,1,0,0,0,1,0,0,1,0
2702,1,0,1,6,30618.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,0,0,0,0,0,0,0,1,0
2703,0,1,0,4,9506.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1,0,0,0,1,0,0,1,0
2704,1,1,0,5,13050.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,0,0,0,0,0,0,1,0,0
2705,0,0,1,15,31257.4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0,0,0,1,0,0,0,1,0
